strain	TE	absence_detection	presence_detection	combination	read_number_absence	left_match_length	left_match_id	polyAT_left	left_coverage	left_repeat	left_read_number_presence	left_filtered_read_number_presence	right_match_length	right_match_id	polyAT_right	right_coverage	right_repeat	right_read_number_presence	right_filtered_read_number_presence
SRR2033160	FBti0020415	present	present	present	0	60	98.33(1/60)		22.67		13	13	60	100.00(0/60)		21.40		12	12
SRR2033160	FBti0019317		present	polymorphic		60	100.00(0/60)		13.26		6	6	60	100.00(0/60)		18.38	DNAREP1_DM	10	10
SRR2033160	FBti0019262		present	polymorphic		60	100.00(0/60)		18.44	BEL-3_DYa-I	10	10	60	100.00(0/60)		28.57	BEL-3_DYa-I	17	17
SRR2033160	FBti0018955		present	polymorphic		60	100.00(0/60)		34.12	Gypsy-26_DYa-I	22	22	60	100.00(0/60)		29.18		21	21
SRR2033160	FBti0019733		present	polymorphic		60	100.00(0/60)		12.36	Transib5	10	10	60	100.00(0/60)	poly(A)15	9.44	BARI1	1	1
SRR2033160	FBti0019762	absent	present	polymorphic	3	60	100.00(0/60)		14.16		5	5	60	100.00(0/60)		6.04		2	2
SRR2033160	FBti0019574	absent	present	polymorphic	8	60	100.00(0/60)		17.01		14	14	60	100.00(0/60)		13.52		8	8
SRR2033160	FBti0020111	absent	present	polymorphic	3	60	100.00(0/60)		1.20		1	1	-1	0(0/0)		4.90		0	0
SRR2033160	FBti0062384	present	present	present	0	60	100.00(0/60)		38.96	Jockey-6_DF	36	36	60	98.33(1/60)		38.14		34	34
SRR2033160	FBti0018990	absent	present	polymorphic	5	60	100.00(0/60)	poly(A)8	3.47		1	1	60	100.00(0/60)		14.36		5	5
SRR2033160	FBti0061792	present	present	present	0	60	100.00(0/60)		11.26	(T)n	8	8	60	100.00(0/60)		15.85		17	17
SRR2033160	FBti0061582	present	present	present	0	60	96.67(2/60)		25.24		17	17	60	100.00(0/60)		33.89		28	28
SRR2033160	FBti0062657	present	present	present	0	60	100.00(0/60)		32.26		22	22	60	100.00(0/60)		30.74		19	19
SRR2033160	FBti0063223	present	present	present	0	60	100.00(0/60)		9.82		4	4	60	100.00(0/60)		14.14		5	5
SRR2033160	FBti0019030	present	present	present	0	60	100.00(0/60)		13.26		6	6	60	100.00(0/60)		17.95		8	8
SRR2033160	FBti0020072	absent	present	polymorphic	9	60	100.00(0/60)		26.16		13	13	60	100.00(0/60)		19.89		15	15
SRR2033160	FBti0019612		present	polymorphic		60	100.00(0/60)		5.34	Gypsy-22_DY-LTR	4	4	-20	0(0/0)		3.49	(AT)n	0	0
SRR2033160	FBti0020321	absent	present	polymorphic	3	60	100.00(0/60)		11.17		8	8	60	100.00(0/60)	poly(A)4	14.23		7	7
SRR2033160	FBti0062474	present	present	present	0	60	100.00(0/60)		31.63	(ACGCCC)n	22	22	60	100.00(0/60)		12.88		6	6
SRR2033160	FBti0019451	absent	present	polymorphic	3	60	100.00(0/60)		13.63		4	4	-2	0(0/0)		4.58		0	0
SRR2033160	FBti0019102	absent	present	polymorphic	6	60	100.00(0/60)		21.76		16	16	60	100.00(0/60)		13.47		6	6
SRR2033160	FBti0019367	absent	present	polymorphic	10	60	100.00(0/60)		3.30		0	0	60	100.00(0/60)		10.13		7	7
SRR2033160	FBti0019615	absent	present	polymorphic	1	60	100.00(0/60)		4.74	A-rich	3	3	60	100.00(0/60)		3.97		3	3
SRR2033160	FBti0018918	absent	present	polymorphic	11	60	100.00(0/60)		13.07		10	10	60	100.00(0/60)		11.71		3	3
SRR2033160	FBti0060239	present	present	present	0	60	100.00(0/60)		12.54		7	7	60	100.00(0/60)		23.76		12	12
SRR2033160	FBti0020149	present	present	present	0	60	100.00(0/60)		20.03		14	14	60	100.00(0/60)		15.12		13	13
SRR2033160	FBti0020081	absent	absent	absent	5	2	100.00(0/2)		3.35		0	0	-3	0(0/0)		3.44		0	0
SRR2033160	FBti0020259		present	polymorphic		60	100.00(0/60)		19.89	PROTOP_B	12	12	60	100.00(0/60)		39.36	BEL-13_DWil-I	28	28
SRR2033160	FBti0019625	absent	present	polymorphic	8	60	100.00(0/60)		9.93		7	7	60	100.00(0/60)		17.89		7	7
SRR2033160	FBti0059864		present	polymorphic		60	100.00(0/60)		19.90		16	16	60	100.00(0/60)		13.31	Mariner-4_DRh	8	8
SRR2033160	FBti0019020	absent	present	polymorphic	9	60	100.00(0/60)		21.44	(CAG)n	9	9	60	100.00(0/60)		18.26		10	10
SRR2033160	FBti0020140	absent	no_data	no_data	16	-30	0(0/0)		0.89	(TAAT)n	0	0	-30	0(0/0)		5.20		0	0
SRR2033160	FBti0020076	absent	present	polymorphic	4	60	100.00(0/60)		5.58		4	4	60	100.00(0/60)		10.17		6	6
SRR2033160	FBti0061692	present	present	present	0	60	100.00(0/60)		27.23		11	11	60	100.00(0/60)		25.24		20	20
SRR2033160	FBti0019142	absent	present	polymorphic	7	60	100.00(0/60)	poly(A)4	18.04		11	11	60	100.00(0/60)		14.91		10	10
SRR2033160	FBti0020056	absent	present	polymorphic	2	60	100.00(0/60)		6.60		4	4	60	100.00(0/60)		16.85		13	13
SRR2033160	FBti0019486		present	polymorphic		60	100.00(0/60)		18.25		9	9	60	100.00(0/60)		16.21	DNAREP1_DM	7	7
SRR2033160	FBti0020046	absent	present	polymorphic	10	60	100.00(0/60)		3.84		3	3	60	100.00(0/60)		13.12		15	15
SRR2033160	FBti0020025	present	present	present	0	48	100.00(0/48)		3.43	A-rich	2	2	60	100.00(0/60)		7.40		1	1
SRR2033160	FBti0062914	present	present	present	0	60	100.00(0/60)		16.91		9	9	60	100.00(0/60)		15.94		10	10
SRR2033160	FBti0018861	absent	present	polymorphic	6	60	100.00(0/60)		11.80		3	3	60	100.00(0/60)		10.95		6	6
SRR2033160	FBti0062133	present	present	present	0	60	100.00(0/60)		31.14		24	24	60	100.00(0/60)		27.31		16	16
SRR2033160	FBti0063739	present	present	present	0	60	100.00(0/60)		10.74		5	5	60	100.00(0/60)		30.49		14	14
SRR2033160	FBti0060587	present	present	present	0	60	100.00(0/60)		34.39		20	20	60	100.00(0/60)		36.17		17	17
SRR2033160	FBti0063767		present	polymorphic		60	100.00(0/60)		25.24		12	12	60	95.00(3/60)		26.74	BEL-4_DFi-I	21	21
SRR2033160	FBti0061108		present	polymorphic		60	100.00(0/60)		28.06	BEL-4_DFi-I	17	17	60	98.33(1/60)		24.23	BEL-4_DFi-I	12	12
SRR2033160	FBti0019307	absent	present	polymorphic	6	60	100.00(0/60)		5.72		3	3	60	100.00(0/60)		14.06		9	9
SRR2033160	FBti0019849	present	present	present	0	60	100.00(0/60)		23.76		15	15	60	98.33(1/60)		12.95		10	10
SRR2033160	FBti0019404	present	present	present	0	60	100.00(0/60)		31.29	(AC)n	19	19	60	100.00(0/60)		13.95		2	2
SRR2033160	FBti0064149	present	present	present	0	60	91.67(5/60)		24.74	DNAREP1_DSim	12	12	60	98.33(1/60)		13.62		9	9
SRR2033160	FBti0019045	absent	present	polymorphic	3	60	100.00(0/60)		12.06		8	8	34	100.00(0/34)		6.34		0	0
SRR2033160	FBti0020028	absent	present	polymorphic	9	60	100.00(0/60)		8.87		2	2	60	100.00(0/60)		15.57		6	6
SRR2033160	FBti0060619		present	polymorphic		60	100.00(0/60)		13.76	CR1-2_DF	7	7	60	100.00(0/60)		20.49		12	12
SRR2033160	FBti0059788		present	polymorphic		60	100.00(0/60)		13.66		7	7	60	100.00(0/60)		15.03	Gypsy-14_DAn-I	13	13
SRR2033160	FBti0063234	present	present	present	0	60	100.00(0/60)		28.67		32	32	60	98.33(1/60)		27.87		19	19
SRR2033160	FBti0060434		present	polymorphic		60	100.00(0/60)		16.06		14	14	60	100.00(0/60)	poly(A)5	23.04	DNAREP1_DSim	13	13
SRR2033160	FBti0019383	absent	present	polymorphic	10	60	100.00(0/60)		19.04		10	10	60	100.00(0/60)		17.27		3	3
SRR2033160	FBti0019824		present	polymorphic		60	98.33(1/60)		26.73	DNAREP1_DSim	22	22	60	100.00(0/60)		20.36		8	8
SRR2033160	FBti0019299		present	polymorphic		25	100.00(0/25)		4.11	(TTTAGATA)n	1	1	-30	0(0/0)		0.74	A-rich	0	0
SRR2033160	FBti0063969	present	present	present	0	60	100.00(0/60)		24.73	DMCR1A	21	21	60	100.00(0/60)		11.34		8	8
SRR2033160	FBti0060588	present	present	present	0	60	100.00(0/60)		12.46		8	8	60	100.00(0/60)		12.26		11	11
SRR2033160	FBti0063229		present	polymorphic		60	98.33(1/60)		39.27		19	19	60	100.00(0/60)		24.05	Gypsy-13_DSim-LTR	16	16
SRR2033160	FBti0019528	present	present	present	0	60	100.00(0/60)		22.35		13	13	60	100.00(0/60)		18.88		10	10
SRR2033160	FBti0019082	present	present	present	0	60	100.00(0/60)		27.43		12	12	60	98.33(1/60)		36.52		25	25
SRR2033160	FBti0060565	present	no_data	no_data	0	-30	0(0/0)		0.00		0	0	-30	0(0/0)		0.00		0	0
SRR2033160	FBti0019310	absent	present	polymorphic	4	60	100.00(0/60)		15.34		7	7	60	100.00(0/60)		10.36		5	5
SRR2033160	FBti0019199	present	present	present	0	60	100.00(0/60)		18.42		19	19	60	100.00(0/60)	poly(A)4	4.54		3	3
SRR2033160	FBti0062695		present	polymorphic		60	100.00(0/60)		32.12	Jockey-1_DEr	24	24	60	100.00(0/60)		31.04	Jockey-1_DEr	26	26
SRR2033160	FBti0020003		present	polymorphic		45	100.00(0/60)		2.78	DNAREP1_DSim	0	0	60	100.00(0/60)		22.06		15	15
SRR2033160	FBti0020414	present	present	present	0	60	98.33(1/60)		13.68		9	9	60	100.00(0/60)		36.40		34	34
SRR2033160	FBti0061577	present	present	present	0	60	100.00(0/60)		12.16		9	9	60	100.00(0/60)		13.64		7	7
SRR2033160	FBti0020073	absent	present	polymorphic	19	60	100.00(0/60)		15.38		10	10	60	100.00(0/60)		11.63		3	3
SRR2033160	FBti0019095	present	present	present	0	60	100.00(0/60)		9.86		7	7	60	100.00(0/60)		7.68		5	5
SRR2033160	FBti0018878	absent	present	polymorphic	5	60	100.00(0/60)		18.06		4	4	60	100.00(0/60)		19.84		4	4
SRR2033160	FBti0063064	present	present	present	0	60	100.00(0/60)		41.96		26	26	60	100.00(0/60)		37.51		17	17
SRR2033160	FBti0060012		present	polymorphic		60	100.00(0/60)		24.27	DNAREP1_DSim	20	20	60	100.00(0/60)		30.19	Gypsy16-I_Dya	17	17
SRR2033160	FBti0020008	absent	present	polymorphic	10	60	100.00(0/60)		16.37		9	9	60	100.00(0/60)		25.91		12	12
SRR2033160	FBti0019115	absent	present	polymorphic	5	60	100.00(0/60)		11.63	(TA)n	4	4	60	100.00(0/60)		15.14		8	8
SRR2033160	FBti0019060	absent	present	polymorphic	1	60	100.00(0/60)		11.62		5	5	60	100.00(0/60)		11.68		4	4
SRR2033160	FBti0060517		present	polymorphic		60	100.00(0/60)		28.39		21	21	60	100.00(0/60)		27.62	Jockey-3_DGri	14	14
SRR2033160	FBti0019043	absent	present	polymorphic	1	60	100.00(0/60)		11.38		9	9	60	100.00(0/60)		16.73		6	6
SRR2033160	FBti0019080	absent	present	polymorphic	5	60	100.00(0/60)		15.03		8	8	60	100.00(0/60)		12.53		3	3
SRR2033160	FBti0063780	present	present	present	0	60	100.00(0/60)		46.67		25	25	60	100.00(0/60)		39.52		26	26
SRR2033160	FBti0019042	present	present	present	0	60	100.00(0/60)		17.06		11	11	60	100.00(0/60)		11.24		5	5
SRR2033160	FBti0019598	absent	present	polymorphic	3	52	100.00(0/60)		5.67		0	0	60	100.00(0/60)		10.88	A-rich	3	3
SRR2033160	FBti0063829	present	present	present	0	60	100.00(0/60)		10.61		5	5	60	100.00(0/60)		13.29		11	11
SRR2033160	FBti0060023		present	polymorphic		60	98.33(1/60)		13.06		2	2	60	96.67(2/60)		21.88	(ATAC)n	16	16
SRR2033160	FBti0020057	present	present	present	0	60	100.00(0/60)		3.73		4	4	60	100.00(0/60)		7.54		3	3
SRR2033160	FBti0020183	present	present	present	0	60	100.00(0/60)		22.44		16	16	60	100.00(0/60)		6.03		2	2
SRR2033160	FBti0061417	present	present	present	0	60	93.33(4/60)		23.71		20	20	60	95.00(3/60)		25.34		9	9
SRR2033160	FBti0063052		present	polymorphic		60	100.00(0/60)		30.49	Gypsy-13_DSim-LTR	13	13	60	100.00(0/60)		27.57	Gypsy12_I	21	21
SRR2033160	FBti0062881		present	polymorphic		60	100.00(0/60)		34.11	I-2_DBp	27	27	60	100.00(0/60)		36.33		18	18
SRR2033160	FBti0060621		present	polymorphic		60	98.33(1/60)		38.77		30	30	60	100.00(0/60)		28.76	BEL-9_DWil-I	21	21
SRR2033160	FBti0063729		present	polymorphic		60	100.00(0/60)		17.84		16	16	60	100.00(0/60)		7.88	Gypsy12A_LTR	4	4
SRR2033160	FBti0061837	present	present	present	0	60	100.00(0/60)		33.08		28	28	60	100.00(0/60)		30.74		22	22
SRR2033160	FBti0019432	absent	present	polymorphic	12	60	100.00(0/60)		17.58		14	14	60	100.00(0/60)		23.13		7	7
SRR2033160	FBti0019512	present	present	present	0	60	100.00(0/60)		14.67		11	11	60	100.00(0/60)		16.37		8	8
SRR2033160	FBti0019419	absent	present	polymorphic	8	60	100.00(0/60)		6.84		6	6	60	100.00(0/60)		13.41		7	7
SRR2033160	FBti0062631	present	present	present	0	60	100.00(0/60)		24.94		15	15	60	100.00(0/60)		22.62		17	17
SRR2033160	FBti0060051	present	present	present	0	60	96.67(2/60)		23.12		17	17	60	98.33(1/60)		29.46		19	19
SRR2033160	FBti0018887		present	polymorphic		60	100.00(0/60)		26.66		12	12	60	100.00(0/60)		26.26	DNAREP1_DSim	17	17
SRR2033160	FBti0061041	present	present	present	0	60	100.00(0/60)	poly(A)7	18.69		11	11	60	98.33(1/60)		30.09		14	14
SRR2033160	FBti0061684	present	present	present	0	60	100.00(0/60)		16.98		14	14	60	100.00(0/60)		14.29		7	7
SRR2033160	FBti0019055	present	present	present	0	60	100.00(0/60)		10.86		4	4	-1	0(0/0)		6.64	(TA)n	0	0
SRR2033160	FBti0019517		present	polymorphic		60	100.00(0/60)		23.78	Dneoca1cons	16	16	60	100.00(0/60)		38.39	Mariner-3_DRh	27	27
SRR2033160	FBti0019100	absent	present	polymorphic	3	60	100.00(0/60)		16.11		9	9	60	100.00(0/60)		23.88		6	6
SRR2033160	FBti0019430	present	present	present	0	60	100.00(0/60)		15.97		2	2	60	100.00(0/60)		24.73		23	23
SRR2033160	FBti0019828		present	polymorphic		60	98.33(1/60)		11.42	PROTOP_B	5	5	60	100.00(0/60)		30.84	Copia-29_DP-I	22	22
SRR2033160	FBti0020041	present	present	present	0	60	100.00(0/60)		9.50		1	1	60	100.00(0/60)		6.86		4	4
SRR2033160	FBti0019830		present	polymorphic		60	100.00(0/60)		32.09	Mariner-15_DK	22	22	60	100.00(0/60)		25.46	Mariner-20_DAn	14	14
SRR2033160	FBti0019192	absent	absent	absent	10	-1	0(0/0)		4.29		0	0	-7	0(0/0)		9.53	(CA)n	0	0
SRR2033160	FBti0019826	absent	present	polymorphic	4	60	100.00(0/60)		4.53		3	3	60	100.00(0/60)		8.88		3	3
SRR2033160	FBti0018902	absent	absent	absent	15	-5	0(0/0)		4.58		0	0	-5	0(0/0)		5.86		0	0
SRR2033160	FBti0061299	present	present	present	0	60	100.00(0/60)		12.11		6	6	60	100.00(0/60)		6.73		4	4
SRR2033160	FBti0063295		present	polymorphic		60	98.33(1/60)		22.86	BEL2-I_Dya	9	9	60	100.00(0/60)		19.31		12	12
SRR2033160	FBti0019464	absent	present	polymorphic	8	60	100.00(0/60)		10.09		2	2	60	100.00(0/60)		16.24		7	7
SRR2033160	FBti0020152	absent	present	polymorphic	4	60	100.00(0/60)		20.28		16	16	57	100.00(0/57)	poly(A)6	2.23		1	1
SRR2033160	FBti0059662		present	polymorphic		60	100.00(0/60)		36.46		16	16	60	100.00(0/60)		27.42	Helitron-N2_DEl	20	20
SRR2033160	FBti0063996	present	present	present	0	60	100.00(0/60)		21.54		12	12	60	100.00(0/60)		28.10		19	19
SRR2033160	FBti0019232		present	polymorphic		60	100.00(0/60)		31.27	DNAREP1_DSim	15	15	60	98.33(1/60)		22.96	BEL-2_DSe-I	19	19
SRR2033160	FBti0064140		present	polymorphic		60	100.00(0/60)		10.08	(AATA)n	7	7	60	100.00(0/60)		23.88		15	15
SRR2033160	FBti0019418	present	present	present	0	60	100.00(0/60)		18.61		9	9	60	100.00(0/60)		8.33		5	5
SRR2033160	FBti0020202	present	present	present	0	60	100.00(0/60)	poly(A)10	18.66		15	15	60	100.00(0/60)		18.10		13	13
SRR2033160	FBti0019021	absent	present	polymorphic	6	60	100.00(0/60)		9.84		8	8	60	100.00(0/60)		10.59		3	3
SRR2033160	FBti0063728	present	present	present	0	60	100.00(0/60)		21.48		11	11	60	100.00(0/60)		23.37		19	19
SRR2033160	FBti0019584	absent	present	polymorphic	7	60	100.00(0/60)		14.31		5	5	60	100.00(0/60)		16.27		9	9
SRR2033160	FBti0019646	absent	present	polymorphic	1	60	100.00(0/60)		22.16	(TGTG)n	11	11	60	100.00(0/60)		24.27		10	10
SRR2033160	FBti0062649		present	polymorphic		60	98.33(1/60)		42.43	Jockey-3_DVi	28	28	60	100.00(0/60)		36.21	Jockey-3_DSim	26	26
SRR2033160	FBti0062386	present	present	present	0	60	100.00(0/60)		25.86		16	16	60	100.00(0/60)		29.21		18	18
SRR2033160	FBti0060908		present	polymorphic		60	100.00(0/60)		19.18	Helitron-2_DRh	12	12	60	100.00(0/60)		14.64	Helitron-1_DYak	9	9
SRR2033160	FBti0019554	absent	present	polymorphic	3	60	100.00(0/60)		7.76		4	4	60	100.00(0/60)		9.18		1	1
SRR2033160	FBti0061527	present	present	present	0	60	100.00(0/60)		10.60	(TG)n	1	1	60	100.00(0/60)		11.54		3	3
SRR2033160	FBti0020296		present	polymorphic		60	100.00(0/60)		23.64	Helitron-2_DVir	5	5	60	100.00(0/60)		30.00	(TAT)n	16	16
SRR2033160	FBti0061219		present	polymorphic		60	100.00(0/60)		20.35		16	16	60	98.33(1/60)		20.77	Gypsy-14_DBi-I	15	15
SRR2033160	FBti0020168		present	polymorphic		60	100.00(0/60)		20.14	BEL-11_DEl-I	16	16	60	100.00(0/60)		31.31		18	18
SRR2033160	FBti0062043		present	polymorphic		60	93.33(4/60)		17.27		14	14	60	95.00(3/60)		15.88	Helitron-N1_DBi	19	19
SRR2033160	FBti0019219	absent	present	polymorphic	1	60	100.00(0/60)		16.56		11	11	60	100.00(0/60)		8.79		1	1
SRR2033160	FBti0018875	absent	present	polymorphic	14	60	100.00(0/60)		10.94		3	3	60	100.00(0/60)		10.46		2	2
SRR2033160	FBti0060760	present	present	present	0	60	98.33(1/60)		16.07	HOBO	12	12	60	96.67(2/60)		23.06		17	17
SRR2033160	FBti0020195		present	polymorphic		60	100.00(0/60)		8.50		0	0	60	100.00(0/60)		9.05	DMRP1	3	3
SRR2033160	FBti0062934	present	present	present	0	60	100.00(0/60)		34.55		22	22	60	100.00(0/60)		34.67		27	27
SRR2033160	FBti0061958		present	polymorphic		60	98.33(1/60)		17.32	DNAREP1_DSim	9	9	60	100.00(0/60)		15.60	Gypsy-13_DSim-I	11	11
SRR2033160	FBti0061462		present	polymorphic		60	100.00(0/60)		24.14	Jockey-9_DY	12	12	60	98.33(1/60)		25.79	Jockey-9_DY	15	15
SRR2033160	FBti0061803		present	polymorphic		60	100.00(0/60)		5.34	(ATTAA)n	6	6	60	100.00(0/60)		11.31	Gypsy6A_LTR	7	7
SRR2033160	FBti0019357	absent	present	polymorphic	5	60	100.00(0/60)		8.66		1	1	60	100.00(0/60)		21.33	(CACACA)n	10	10
SRR2033160	FBti0020083	absent	present	polymorphic	3	48	100.00(0/48)		6.50		0	0	60	100.00(0/60)		7.55		2	2
SRR2033160	FBti0020016	absent	present	polymorphic	4	60	100.00(0/60)		19.30	(CA)n	5	5	60	100.00(0/60)		8.66		0	0
SRR2033160	FBti0062517	present	present	present	0	60	100.00(0/60)		30.03		21	21	60	100.00(0/60)		23.85	Gypsy-26_DYa-LTR	10	10
SRR2033160	FBti0020428	present	present	present	0	60	100.00(0/60)		26.76		15	15	60	100.00(0/60)		12.32	DNAREP1_DSim	9	9
SRR2033160	FBti0062946	present	present	present	0	60	100.00(0/60)		34.42		20	20	60	98.33(1/60)		21.80		16	16
SRR2033160	FBti0061765	present	present	present	0	60	100.00(0/60)		17.62		14	14	60	100.00(0/60)		26.81		13	13
SRR2033160	FBti0019532	absent	present	polymorphic	4	60	100.00(0/60)		13.66	(TTAT)n	2	2	60	100.00(0/60)		16.61		6	6
SRR2033160	FBti0061751		present	polymorphic		60	98.33(1/60)		27.67		17	17	60	100.00(0/60)		24.57	Transib-N1_DM	13	13
SRR2033160	FBti0060373		present	polymorphic		60	100.00(0/60)		36.23		25	25	60	100.00(0/60)		18.07	DNAREP1_DSim	10	10
SRR2033160	FBti0019089	absent	present	polymorphic	3	60	100.00(0/60)		8.43		9	9	60	100.00(0/60)		16.24		10	10
SRR2033160	FBti0064153	present	present	present	0	60	100.00(0/60)		16.82	Helitron-1_DEu	10	10	60	100.00(0/60)		18.79		10	10
SRR2033160	FBti0020163	absent	present	polymorphic	5	60	100.00(0/60)		10.53		1	1	-30	0(0/0)		0.00		0	0
SRR2033160	FBti0020155	present	present	present	0	60	100.00(0/60)		33.77		30	30	60	100.00(0/60)		35.02		25	25
SRR2033160	FBti0019527	absent	present	polymorphic	11	60	100.00(0/60)		12.46		6	6	60	100.00(0/60)		8.72		5	5
SRR2033160	FBti0020069	absent	absent	absent	11	-4	0(0/0)		6.84		0	0	-1	0(0/0)		1.96		0	0
SRR2033160	FBti0020271		present	polymorphic		60	98.33(1/60)		35.01	BEL2-I_Dya	25	25	60	100.00(0/60)		29.77	BEL2-I_Dya	17	17
SRR2033160	FBti0061018	present	present	present	0	60	100.00(0/60)		24.24		3	3	60	100.00(0/60)		24.26		22	22
SRR2033160	FBti0019484		present	polymorphic		60	100.00(0/60)		13.92	Gypsy-1_DSim-I	10	10	60	100.00(0/60)		21.30	Gypsy-1_DSim-I	11	11
SRR2033160	FBti0018883	absent	present	polymorphic	7	60	100.00(0/60)		23.81		15	15	60	100.00(0/60)		10.61		8	8
SRR2033160	FBti0061753		present	polymorphic		60	100.00(0/60)		14.03	Gypsy-14_DBi-I	13	13	60	100.00(0/60)		23.45	Gypsy-14_DBi-I	13	13
SRR2033160	FBti0019175	absent	present	polymorphic	4	60	100.00(0/60)		15.54		6	6	60	100.00(0/60)		12.39		6	6
SRR2033160	FBti0019200	absent	present	polymorphic	2	60	100.00(0/60)		3.83	(T)n	1	1	60	100.00(0/60)		9.71		6	6
SRR2033160	FBti0019501	present	present	present	0	60	100.00(0/60)		18.23		11	11	60	98.33(1/60)		35.12		23	23
SRR2033160	FBti0019420	absent	present	polymorphic	6	60	100.00(0/60)		19.59		10	10	60	100.00(0/60)		19.38		10	10
SRR2033160	FBti0060872		present	polymorphic		60	100.00(0/60)		7.04	Gypsy12A_LTR	1	1	60	100.00(0/60)		13.76		7	7
SRR2033160	FBti0061358	present	present	present	0	60	98.33(1/60)		17.92		9	9	60	100.00(0/60)		24.29		11	11
SRR2033160	FBti0019616	absent	present	polymorphic	2	60	100.00(0/60)		9.62		3	3	60	100.00(0/60)		7.02		4	4
SRR2033160	FBti0063301	present	present	present	0	60	100.00(0/60)		28.59		12	12	60	100.00(0/60)		35.07	(AGAT)n	19	19
SRR2033160	FBti0019183	absent	present	polymorphic	3	60	100.00(0/60)		13.94		8	8	60	100.00(0/60)	poly(A)5	6.46		2	2
SRR2033160	FBti0061024	present	present	present	0	60	100.00(0/60)		13.07		12	12	60	100.00(0/60)		11.43		4	4
SRR2033160	FBti0064136		present	polymorphic		60	100.00(0/60)		33.67	G_DM	15	15	60	98.33(1/60)		40.88		30	30
SRR2033160	FBti0019139	absent	absent	absent	19	-4	0(0/0)		4.84		0	0	-3	0(0/0)		5.72		0	0
SRR2033160	FBti0062010	present	present	present	0	60	100.00(0/60)		35.11		17	17	60	100.00(0/60)		25.99	Mariner-15_DF	9	9
SRR2033160	FBti0062998		present	polymorphic		60	100.00(0/60)		28.06	Helena_Ds	20	20	60	100.00(0/60)		27.73		12	12
SRR2033160	FBti0060106		present	polymorphic		60	100.00(0/60)		16.43	DNAREP1_DSim	11	11	60	100.00(0/60)		19.79	DNAREP1_DM	11	11
SRR2033160	FBti0019320	absent	present	polymorphic	5	60	100.00(0/60)		8.36		6	6	60	100.00(0/60)		6.79		3	3
SRR2033160	FBti0063516	present	present	present	0	60	100.00(0/60)		19.09		11	11	60	100.00(0/60)		19.83		13	13
SRR2033160	FBti0019552	present	present	present	0	60	100.00(0/60)		13.82		6	6	60	100.00(0/60)		5.75	(TA)n	2	2
SRR2033160	FBti0063924		present	polymorphic		60	100.00(0/60)		18.68	DNAREP1_DYak	12	12	60	100.00(0/60)		26.19	DNAREP1_DSim	16	16
SRR2033160	FBti0020323	present	present	present	0	60	100.00(0/60)		15.99		13	13	60	100.00(0/60)		21.76		16	16
SRR2033160	FBti0019548	absent	present	polymorphic	3	60	100.00(0/60)		9.81		6	6	60	100.00(0/60)		6.08		0	0
SRR2033160	FBti0019862	present	present	present	0	60	100.00(0/60)	poly(A)7	21.49		9	9	60	100.00(0/60)		27.59		18	18
SRR2033160	FBti0019051	absent	present	polymorphic	10	60	100.00(0/60)		13.44		8	8	60	100.00(0/60)		13.76		6	6
SRR2033160	FBti0019066	absent	present	polymorphic	4	60	100.00(0/60)		10.85	(GT)n	6	6	60	100.00(0/60)		10.82		8	8
SRR2033160	FBti0063523		present	polymorphic		60	100.00(0/60)		23.12	Gypsy-1_DSim-I	22	22	60	100.00(0/60)		18.27	Gypsy-1_DSim-I	10	10
SRR2033160	FBti0019041	present	present	present	0	60	100.00(0/60)		12.39		10	10	60	100.00(0/60)		15.78		5	5
SRR2033160	FBti0020074	absent	absent	absent	9	-2	0(0/0)		4.34		0	0	-9	0(0/0)		1.71	(T)n	0	0
SRR2033160	FBti0062059	present	present	present	0	60	100.00(0/60)		25.01		24	24	60	100.00(0/60)		25.29	(GTTTTTT)n	13	13
SRR2033160	FBti0019444	absent	present	polymorphic	5	60	100.00(0/60)		13.03		3	3	60	100.00(0/60)		14.39		9	9
SRR2033160	FBti0061031	present	present	present	0	60	100.00(0/60)		22.04	DNAREP1_DSim	18	18	60	100.00(0/60)		20.64		11	11
SRR2033160	FBti0020138		present	polymorphic		60	100.00(0/60)		36.92	Chimpo_LTR	21	21	60	100.00(0/60)		34.19	Helitron-N1_DBi	18	18
SRR2033160	FBti0019618	absent	absent	absent	7	1	100.00(0/1)		4.44		0	0	1	100.00(0/1)		6.08		0	0
SRR2033160	FBti0019666	absent	present	polymorphic	8	53	100.00(0/53)		7.64		0	0	60	100.00(0/60)		16.35		6	6
SRR2033160	FBti0019067	absent	present	polymorphic	7	60	100.00(0/60)		10.92		7	7	60	100.00(0/60)		16.44		14	14
